document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00120,P00120,Inspection Report,2025-08-01,1121000.0,Contractor_057,"Khordha, Odisha",,"Document for project P00120. Type: Inspection Report. Amount: 1121000.0. Contractor: Contractor_057. Location: Khordha, Odisha.",Completed
DOC00121,P00121,Sanction Letter,2024-11-13,1276000.0,Contractor_048,"Kota, Rajasthan",,"Document for project P00121. Type: Sanction Letter. Amount: 1276000.0. Contractor: Contractor_048. Location: Kota, Rajasthan.",In Progress
DOC00122,P00122,Utilization Certificate,2025-05-20,475000.0,Contractor_050,"Jaipur, Rajasthan",,"Document for project P00122. Type: Utilization Certificate. Amount: 475000.0. Contractor: Contractor_050. Location: Jaipur, Rajasthan.",In Progress
DOC00123,P00123,Completion Certificate,2024-12-20,567000.0,Contractor_031,"Surat, Gujarat",,"Document for project P00123. Type: Completion Certificate. Amount: 567000.0. Contractor: Contractor_031. Location: Surat, Gujarat.",Delayed
DOC00124,P00124,Inspection Report,2024-05-18,357000.0,Contractor_035,"Madurai, Tamil Nadu",,"Document for project P00124. Type: Inspection Report. Amount: 357000.0. Contractor: Contractor_035. Location: Madurai, Tamil Nadu.",In Progress
DOC00125,P00125,Sanction Letter,2024-03-23,4220000.0,Contractor_022,"Coimbatore, Tamil Nadu",,"Document for project P00125. Type: Sanction Letter. Amount: 4220000.0. Contractor: Contractor_022. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00126,P00126,Utilization Certificate,2024-01-31,2245000.0,Contractor_019,"Krishna, Andhra Pradesh",,"Document for project P00126. Type: Utilization Certificate. Amount: 2245000.0. Contractor: Contractor_019. Location: Krishna, Andhra Pradesh.",Completed
DOC00127,P00127,Completion Certificate,2024-04-09,697000.0,Contractor_055,"Malda, West Bengal",,"Document for project P00127. Type: Completion Certificate. Amount: 697000.0. Contractor: Contractor_055. Location: Malda, West Bengal.",In Progress
DOC00128,P00128,Inspection Report,2024-09-21,650000.0,Contractor_031,"Tirupati, Andhra Pradesh",,"Document for project P00128. Type: Inspection Report. Amount: 650000.0. Contractor: Contractor_031. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00129,P00129,Sanction Letter,2024-04-17,998000.0,Contractor_052,"Aurangabad, Maharashtra",,"Document for project P00129. Type: Sanction Letter. Amount: 998000.0. Contractor: Contractor_052. Location: Aurangabad, Maharashtra.",Delayed
DOC00130,P00130,Utilization Certificate,2024-11-28,1114000.0,Contractor_052,"Mysuru, Karnataka",,"Document for project P00130. Type: Utilization Certificate. Amount: 1114000.0. Contractor: Contractor_052. Location: Mysuru, Karnataka.",Delayed
DOC00131,P00131,Completion Certificate,2024-07-04,1156000.0,Contractor_009,"Dharwad, Karnataka",,"Document for project P00131. Type: Completion Certificate. Amount: 1156000.0. Contractor: Contractor_009. Location: Dharwad, Karnataka.",In Progress
DOC00132,P00132,Inspection Report,2025-04-01,2767000.0,Contractor_029,"Aurangabad, Maharashtra",,"Document for project P00132. Type: Inspection Report. Amount: 2767000.0. Contractor: Contractor_029. Location: Aurangabad, Maharashtra.",Delayed
DOC00133,P00133,Sanction Letter,2026-03-14,460000.0,Contractor_049,"Coimbatore, Tamil Nadu",,"Document for project P00133. Type: Sanction Letter. Amount: 460000.0. Contractor: Contractor_049. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00134,P00134,Utilization Certificate,2024-05-23,1509000.0,Contractor_006,"Darjeeling, West Bengal",,"Document for project P00134. Type: Utilization Certificate. Amount: 1509000.0. Contractor: Contractor_006. Location: Darjeeling, West Bengal.",In Progress
DOC00135,P00135,Completion Certificate,2024-12-24,698000.0,Contractor_017,"Kozhikode, Kerala",,"Document for project P00135. Type: Completion Certificate. Amount: 698000.0. Contractor: Contractor_017. Location: Kozhikode, Kerala.",Completed
DOC00136,P00136,Inspection Report,2025-11-29,3240000.0,Contractor_041,"Kolkata, West Bengal",,"Document for project P00136. Type: Inspection Report. Amount: 3240000.0. Contractor: Contractor_041. Location: Kolkata, West Bengal.",Completed
DOC00137,P00137,Sanction Letter,2024-11-11,632000.0,Contractor_024,"Rajkot, Gujarat",,"Document for project P00137. Type: Sanction Letter. Amount: 632000.0. Contractor: Contractor_024. Location: Rajkot, Gujarat.",In Progress
DOC00138,P00138,Utilization Certificate,2025-09-27,1862000.0,Contractor_012,"Nashik, Maharashtra",,"Document for project P00138. Type: Utilization Certificate. Amount: 1862000.0. Contractor: Contractor_012. Location: Nashik, Maharashtra.",Completed
DOC00139,P00139,Completion Certificate,2025-08-24,855000.0,Contractor_050,"Malda, West Bengal",,"Document for project P00139. Type: Completion Certificate. Amount: 855000.0. Contractor: Contractor_050. Location: Malda, West Bengal.",In Progress
DOC00140,P00140,Inspection Report,2025-02-12,2889000.0,Contractor_014,"Guntur, Andhra Pradesh",,"Document for project P00140. Type: Inspection Report. Amount: 2889000.0. Contractor: Contractor_014. Location: Guntur, Andhra Pradesh.",In Progress
DOC00141,P00141,Sanction Letter,2024-07-23,2669000.0,Contractor_033,"Nagpur, Maharashtra",,"Document for project P00141. Type: Sanction Letter. Amount: 2669000.0. Contractor: Contractor_033. Location: Nagpur, Maharashtra.",In Progress
DOC00142,P00142,Utilization Certificate,2025-02-27,1336000.0,Contractor_046,"Karimnagar, Telangana",,"Document for project P00142. Type: Utilization Certificate. Amount: 1336000.0. Contractor: Contractor_046. Location: Karimnagar, Telangana.",In Progress
DOC00143,P00143,Completion Certificate,2025-02-09,655000.0,Contractor_005,"Kolkata, West Bengal",,"Document for project P00143. Type: Completion Certificate. Amount: 655000.0. Contractor: Contractor_005. Location: Kolkata, West Bengal.",Delayed
DOC00144,P00144,Inspection Report,2026-01-11,946000.0,Contractor_037,"Malda, West Bengal",,"Document for project P00144. Type: Inspection Report. Amount: 946000.0. Contractor: Contractor_037. Location: Malda, West Bengal.",In Progress
DOC00145,P00145,Sanction Letter,2024-06-14,1239000.0,Contractor_059,"Bengaluru Urban, Karnataka",,"Document for project P00145. Type: Sanction Letter. Amount: 1239000.0. Contractor: Contractor_059. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00146,P00146,Utilization Certificate,2024-04-29,1776000.0,Contractor_042,"Rajkot, Gujarat",,"Document for project P00146. Type: Utilization Certificate. Amount: 1776000.0. Contractor: Contractor_042. Location: Rajkot, Gujarat.",In Progress
DOC00147,P00147,Completion Certificate,2025-10-18,284000.0,Contractor_054,"Malda, West Bengal",,"Document for project P00147. Type: Completion Certificate. Amount: 284000.0. Contractor: Contractor_054. Location: Malda, West Bengal.",In Progress
DOC00148,P00148,Inspection Report,2024-03-16,478000.0,Contractor_032,"Malda, West Bengal",,"Document for project P00148. Type: Inspection Report. Amount: 478000.0. Contractor: Contractor_032. Location: Malda, West Bengal.",In Progress
DOC00149,P00149,Sanction Letter,2026-04-15,1217000.0,Contractor_008,"Darjeeling, West Bengal",,"Document for project P00149. Type: Sanction Letter. Amount: 1217000.0. Contractor: Contractor_008. Location: Darjeeling, West Bengal.",In Progress
DOC00150,P00150,Utilization Certificate,2025-01-29,1370000.0,Contractor_002,"Guntur, Andhra Pradesh",,"Document for project P00150. Type: Utilization Certificate. Amount: 1370000.0. Contractor: Contractor_002. Location: Guntur, Andhra Pradesh.",In Progress
DOC00151,P00151,Completion Certificate,2024-07-09,2097500.0,Different Contractor,"Kozhikode, Kerala",,"Document for project P00151. Type: Completion Certificate. Amount: 2097500.0. Contractor: Different Contractor. Location: Kozhikode, Kerala.",In Progress
DOC00152,P00152,Inspection Report,2024-07-12,426000.0,Contractor_007,"Dharwad, Karnataka",,"Document for project P00152. Type: Inspection Report. Amount: 426000.0. Contractor: Contractor_007. Location: Dharwad, Karnataka.",In Progress
DOC00153,P00153,Sanction Letter,2026-01-15,1735000.0,Contractor_041,"Surat, Gujarat",,"Document for project P00153. Type: Sanction Letter. Amount: 1735000.0. Contractor: Contractor_041. Location: Surat, Gujarat.",In Progress
DOC00154,P00154,Utilization Certificate,2024-12-01,2412000.0,Contractor_028,"Thrissur, Kerala",,"Document for project P00154. Type: Utilization Certificate. Amount: 2412000.0. Contractor: Contractor_028. Location: Thrissur, Kerala.",Completed
DOC00155,P00155,Completion Certificate,2026-02-19,3416000.0,Contractor_006,"Nizamabad, Telangana",,"Document for project P00155. Type: Completion Certificate. Amount: 3416000.0. Contractor: Contractor_006. Location: Nizamabad, Telangana.",In Progress
DOC00156,P00156,Inspection Report,2024-11-21,2907000.0,Contractor_057,"Kollam, Kerala",,"Document for project P00156. Type: Inspection Report. Amount: 2907000.0. Contractor: Contractor_057. Location: Kollam, Kerala.",In Progress
DOC00157,P00157,Sanction Letter,2025-08-28,1104000.0,Contractor_053,"Chennai, Tamil Nadu",,"Document for project P00157. Type: Sanction Letter. Amount: 1104000.0. Contractor: Contractor_053. Location: Chennai, Tamil Nadu.",In Progress
DOC00158,P00158,Utilization Certificate,2024-08-06,1551000.0,Contractor_025,"Nashik, Maharashtra",,"Document for project P00158. Type: Utilization Certificate. Amount: 1551000.0. Contractor: Contractor_025. Location: Nashik, Maharashtra.",In Progress
DOC00159,P00159,Completion Certificate,2025-08-26,1358000.0,Contractor_051,"Aurangabad, Maharashtra",,"Document for project P00159. Type: Completion Certificate. Amount: 1358000.0. Contractor: Contractor_051. Location: Aurangabad, Maharashtra.",In Progress
DOC00160,P00160,Inspection Report,2025-05-06,863000.0,Contractor_012,"Warangal, Telangana",,"Document for project P00160. Type: Inspection Report. Amount: 863000.0. Contractor: Contractor_012. Location: Warangal, Telangana.",In Progress
DOC00161,P00161,Sanction Letter,2026-04-21,506000.0,Contractor_027,"Pune, Maharashtra",,"Document for project P00161. Type: Sanction Letter. Amount: 506000.0. Contractor: Contractor_027. Location: Pune, Maharashtra.",In Progress
DOC00162,P00162,Utilization Certificate,2025-01-15,1505000.0,Contractor_042,"Vadodara, Gujarat",,"Document for project P00162. Type: Utilization Certificate. Amount: 1505000.0. Contractor: Contractor_042. Location: Vadodara, Gujarat.",In Progress
DOC00163,P00163,Completion Certificate,2025-12-28,220000.0,Contractor_015,"Vadodara, Gujarat",,"Document for project P00163. Type: Completion Certificate. Amount: 220000.0. Contractor: Contractor_015. Location: Vadodara, Gujarat.",In Progress
DOC00164,P00164,Inspection Report,2025-06-12,3228000.0,Contractor_004,"Nashik, Maharashtra",,"Document for project P00164. Type: Inspection Report. Amount: 3228000.0. Contractor: Contractor_004. Location: Nashik, Maharashtra.",In Progress
DOC00165,P00165,Sanction Letter,2024-07-08,1147000.0,Contractor_056,"Chennai, Tamil Nadu",,"Document for project P00165. Type: Sanction Letter. Amount: 1147000.0. Contractor: Contractor_056. Location: Chennai, Tamil Nadu.",Delayed
DOC00166,P00166,Utilization Certificate,2025-05-26,690000.0,Contractor_031,"Vadodara, Gujarat",,"Document for project P00166. Type: Utilization Certificate. Amount: 690000.0. Contractor: Contractor_031. Location: Vadodara, Gujarat.",In Progress
DOC00167,P00167,Completion Certificate,2024-07-03,708000.0,Contractor_007,"Ernakulam, Kerala",,"Document for project P00167. Type: Completion Certificate. Amount: 708000.0. Contractor: Contractor_007. Location: Ernakulam, Kerala.",In Progress
DOC00168,P00168,Inspection Report,2025-06-16,1344000.0,Contractor_031,"Ahmedabad, Gujarat",,"Document for project P00168. Type: Inspection Report. Amount: 1344000.0. Contractor: Contractor_031. Location: Ahmedabad, Gujarat.",In Progress
DOC00169,P00169,Sanction Letter,2024-07-09,1423000.0,Contractor_044,"Aurangabad, Maharashtra",,"Document for project P00169. Type: Sanction Letter. Amount: 1423000.0. Contractor: Contractor_044. Location: Aurangabad, Maharashtra.",In Progress
DOC00170,P00170,Utilization Certificate,2024-06-22,2205000.0,Contractor_058,"Salem, Tamil Nadu",,"Document for project P00170. Type: Utilization Certificate. Amount: 2205000.0. Contractor: Contractor_058. Location: Salem, Tamil Nadu.",In Progress
DOC00171,P00171,Completion Certificate,2025-04-10,727000.0,Contractor_026,"Warangal, Telangana",,"Document for project P00171. Type: Completion Certificate. Amount: 727000.0. Contractor: Contractor_026. Location: Warangal, Telangana.",In Progress
DOC00172,P00172,Inspection Report,2025-01-14,497000.0,Contractor_042,"Kollam, Kerala",,"Document for project P00172. Type: Inspection Report. Amount: 497000.0. Contractor: Contractor_042. Location: Kollam, Kerala.",Delayed
DOC00173,P00173,Sanction Letter,2025-05-09,646000.0,Contractor_038,"Hyderabad, Telangana",,"Document for project P00173. Type: Sanction Letter. Amount: 646000.0. Contractor: Contractor_038. Location: Hyderabad, Telangana.",In Progress
DOC00174,P00174,Utilization Certificate,2024-05-31,1623000.0,Contractor_053,"Guntur, Andhra Pradesh",,"Document for project P00174. Type: Utilization Certificate. Amount: 1623000.0. Contractor: Contractor_053. Location: Guntur, Andhra Pradesh.",In Progress
DOC00175,P00175,Completion Certificate,2025-02-09,994000.0,Contractor_015,"Kozhikode, Kerala",,"Document for project P00175. Type: Completion Certificate. Amount: 994000.0. Contractor: Contractor_015. Location: Kozhikode, Kerala.",In Progress
DOC00176,P00176,Inspection Report,2025-11-19,1086000.0,Contractor_010,"Sambalpur, Odisha",,"Document for project P00176. Type: Inspection Report. Amount: 1086000.0. Contractor: Contractor_010. Location: Sambalpur, Odisha.",In Progress
DOC00177,P00177,Sanction Letter,2025-12-01,1817000.0,Contractor_043,"Hyderabad, Telangana",,"Document for project P00177. Type: Sanction Letter. Amount: 1817000.0. Contractor: Contractor_043. Location: Hyderabad, Telangana.",In Progress
DOC00178,P00178,Utilization Certificate,2026-04-05,322000.0,Contractor_040,"Tirupati, Andhra Pradesh",,"Document for project P00178. Type: Utilization Certificate. Amount: 322000.0. Contractor: Contractor_040. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00179,P00179,Completion Certificate,2025-09-12,947000.0,Contractor_023,"Kolkata, West Bengal",,"Document for project P00179. Type: Completion Certificate. Amount: 947000.0. Contractor: Contractor_023. Location: Kolkata, West Bengal.",In Progress
DOC00180,P00180,Inspection Report,2026-03-12,764000.0,Contractor_008,"Howrah, West Bengal",,"Document for project P00180. Type: Inspection Report. Amount: 764000.0. Contractor: Contractor_008. Location: Howrah, West Bengal.",Delayed
DOC00181,P00181,Sanction Letter,2026-04-19,254000.0,Contractor_031,"Nizamabad, Telangana",,"Document for project P00181. Type: Sanction Letter. Amount: 254000.0. Contractor: Contractor_031. Location: Nizamabad, Telangana.",Delayed
DOC00182,P00182,Utilization Certificate,2025-03-18,2081000.0,Contractor_017,"Karimnagar, Telangana",,"Document for project P00182. Type: Utilization Certificate. Amount: 2081000.0. Contractor: Contractor_017. Location: Karimnagar, Telangana.",In Progress
DOC00183,P00183,Completion Certificate,2024-02-10,872000.0,Contractor_019,"Visakhapatnam, Andhra Pradesh",,"Document for project P00183. Type: Completion Certificate. Amount: 872000.0. Contractor: Contractor_019. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00184,P00184,Inspection Report,2024-04-02,698000.0,Contractor_009,"Nashik, Maharashtra",,"Document for project P00184. Type: Inspection Report. Amount: 698000.0. Contractor: Contractor_009. Location: Nashik, Maharashtra.",In Progress
DOC00185,P00185,Sanction Letter,2024-10-20,1598000.0,Contractor_047,"Ganjam, Odisha",,"Document for project P00185. Type: Sanction Letter. Amount: 1598000.0. Contractor: Contractor_047. Location: Ganjam, Odisha.",In Progress
DOC00186,P00186,Utilization Certificate,2026-02-28,3366000.0,Contractor_005,"Thrissur, Kerala",,"Document for project P00186. Type: Utilization Certificate. Amount: 3366000.0. Contractor: Contractor_005. Location: Thrissur, Kerala.",In Progress
